,level_0,index,Unnamed: 0,Unnamed: 0.1,FeatureName,FeatureID,teamID,ReviewID,asin,title,Sentence,CS_SS,p/n
981,1762,1762,62,62,compression,20,13,3014263,B00328HR94,Sony DSC-W370,"If you're in love with the idea of a reasonably priced camera with a 7x optical zoom in a compact body, the W370 is worth checking out, but it's not without sacrifice.Key specs Sony Cyber-shot DSC-W370Dimensions (WHD) 3.9x2.2x1 inchesWeight (with battery and media) 6.3 ouncesMegapixels, image sensor size, type 14 megapixels, 1/2.3-inch CCDLCD size, resolution/viewfinder 3-inch LCD, 230K dots/NoneLens (zoom, aperture, focal length) 7x, f3.6-5.6, 34-238mm (35mm equivalent)File format (still/video) JPEG/MPEG-4 (.MP4)Highest resolution size (still/video) 4,320x3,240 pixels/1,280x720 at 29.97fps (progressive)Image stabilization type Optical and digitalBattery type, CIPA rated life Lithium ion rechargeable, 230 shotsBattery charged in camera No, external charger suppliedStorage media Memory Stick Pro Duo, SD, SDHCBundled software Picture Motion Browser 5.0 (Windows), PMB Portable 1.1 (Windows, Mac)The camera is available in silver--actually more of gun-metal gray; red; and green versions, all have chrome trim on the top and right side, and the W370's body is compact enough to squeeze in most pants pockets or handbags.",CS,P
982,1763,1763,395,395,compression,20,13,4131568,B004H8FNJ4,Sony DSC-WX10 ,"I'm glad that the Cybershots are less proprietary than before.TOP Cons:- Number 1 CON is the charging/transfer cable is proprietary so you can't lose it and expect to find a replacement quickly which is too bad... so get a spare cable or a plugin battery charger with a USB card reader.- When you switch modes/scenes it tells you what it does, but it stays on the screen way too long so you can't get back to shooting fast enough (that's why I think the Superior Auto is the best mode to stay in).- No RAW mode, not that it would get you that much more since the chip on this produces great JPEGs.TOP Overrated Gimmicks:o The 10fps burst mode.",CS,P
983,1766,1766,392,392,compression,20,13,4129823,B004H7TC6U,Sony DSLRA580,"I tried another identical model in the store, and it had the same deficiency, erratic movement.I checked the battery power without using any flash, and no movies, and still got only about 200 standard JPEG pictures.",CS,N
984,1768,1768,2696,2696,compression,20,1,7781457,B00I8BIB18,Sony HX400V/B,The only down-side is the lack of RAW and the compression artifacts you can see in the full size image.,CS,N
985,1771,1771,1425,1425,compression,20,11,25288,B00001SIGS,Sony MVC-FD91,"Typical 640x480 fine-option jpegs can range from about 51KB to 147KB in size.Note: While capable of saving a bitmap photo, the 1.44MB 3.5"" diskette only has the capacity for one such photo.I've applied a 2.75"" x 2.125"" label to each 1.44MB 3.5"" formatted diskette, for special notes  -a definite plus for organizing photo-shoots.For quality ambient-light photos, I find that a sturdy, retractable mono-pod is essential in any less-than-bright sunlight situations, as the 1/3"" CCD (0.8 megapixel) sensor seems to exhibit a true ISO rating of only about 50 (although Sony optimistically specs a ISO value of 100).",CS,P
986,1772,1772,2053,2053,compression,20,11,7087933,B00BF9MUAS,Sony NEX-3NL/W ,The included lens is best for JPEG shooters.,CS,P
987,1775,1775,931,931,compression,20,12,5005273,B005IHAIJ8,Sony NEX-5N,"I'd read about a clicking noise when shaking the camera, but shook it about as hard as I could and not a peep.My only beef is that when filming at 1080p/60fps there was some significant compression noise.",CS,N
988,1776,1776,934,934,compression,20,12,5005331,B005IHAIJ8,Sony NEX-5N,I simply cannot risk missing my return option to only find out later that Sony does not fix the issue with this body.PROS..Exceptional IQ >JPegs from camera match the 7D IQ in most situations including high ISO.,CS,N
989,1777,1777,937,937,compression,20,12,5005332,B005IHAIJ8,Sony NEX-5N,"This applies to all high end cameras, in built JPEG engines just do not do the sensor justice especially in harsh lighting conditions.",CS,N
990,1778,1778,588,588,compression,20,13,5005168,B005IHAIJ8,Sony NEX-5N,"The feature that I really like the most is the hand-held twilight mode, where it uses the 10 FPS capability to take 6 rapid pictures an intelligently merge and combine them to create one noise reduced jpeg image.",CS,P
991,1779,1779,589,589,compression,20,13,5005251,B005IHAIJ8,Sony NEX-5N,"You get the incredible Sony APS-C sensor providing DSLR-quality images with very low noise at higher ISO's, and great JPEG processing, but additional benefits include those typically found in consumer compact cameras.",CS,P
992,1780,1780,590,590,compression,20,13,5005253,B005IHAIJ8,Sony NEX-5N,It has a much larger sensor than competing micro 4/3 systems and this gives it excellent low light performance and dynamic range.The quality of JPEG images straight out of the camera is excellent.,CS,P
993,1782,1782,927,927,compression,20,12,5005244,B005IHAIJ8,Sony NEX-5N,"The camera shoots raw, but now that Lightroom 4 updated the develop module so the same preset works for JPEG and RAW, I find I prefer JPEG most of the time, for non and semi-professional output.",CS,P
994,1783,1783,928,928,compression,20,12,5005244,B005IHAIJ8,Sony NEX-5N,"The JPEGs benefit from automatic lens corrections, nicer color response, and a much smaller file size with quicker camera response.",CS,P
995,1784,1784,929,929,compression,20,12,5005244,B005IHAIJ8,Sony NEX-5N,"The intelligent ISO is good for an auto mode, and if you just want DSLR quality without all the bulk stop reading and buy it now, but if you want to use this as a real camera you MUST go into the menu and change a few things first:1) First go to one of the PASM modes from the shoot mode menu, then MENU -> SETUP -> Custom Key Settings... Change Soft Key B to something other than help (I use shoot mode since I switch between PASM modes a lot), then Change Soft Key C from Shoot Mode to Custom... this lets you set up the button in the middle of the dial as a swiss army knife type button (I have it set to edit WB, Raw/Jpeg, ISO and AF/MF), you can also edit the right button to something else you need often I use this for ISO too (the auto ISO will go up to 3200, but I'll use 6400 when conditions call for it).2) Set up the camera to shoot without a NEX/Alpha lens MENU -> SETUP -> Release w/o Lens -> Enable.",CS,P
996,1786,1786,932,932,compression,20,12,5005273,B005IHAIJ8,Sony NEX-5N,"Amazing.Feel natural for point-and-shooters, has all the control and features of the other leading dSLRs/compact system cameras.CONS:Noticeable compression on 1080p/60fps video.",CS,P
997,1787,1787,933,933,compression,20,12,5005319,B005IHAIJ8,Sony NEX-5N,"And JPEG's taken with the 18-55 kit lens on the 5n actually look better than when the same lens is on the 7, although the 7 is marginally sharper when shooting in RAW mode with most prime lenses.Another thing that I like about the 5n compared to the 7 is that the 5n is easier to shoot in ""stealth mode,"" meaning at the end of neck strap held close to one's tummy with LCD tilted up and using one's finger to touch the live-view screen to select the focal point for auto focus.",CS,P
998,1788,1788,935,935,compression,20,12,5005332,B005IHAIJ8,Sony NEX-5N,"The NEX-5N to me is the camera that gives you the best of everything, it did in fact produce better OOC jpeg images than the 550d in some low light settings.",CS,P
999,1789,1789,936,936,compression,20,12,5005332,B005IHAIJ8,Sony NEX-5N,"Despite rave reviews of its Out of camera JPEG quality, to obtain the best shot out of every image, RAW processing is still required to really get the most out of your camera.",CS,P
1000,1790,1790,1548,1548,compression,20,11,5005259,B005IHAIJ8,Sony NEX-5N,"The 5N also adds built in correction profiles for JPEG shooters, which improves pictures further.",CS,P
1001,1793,1793,583,583,compression,20,13,5005154,B005IHAIHA,Sony NEX-5N,You would think raw would be the fastest for the camera no compression or anything else to do.,CS,P
1002,1794,1794,926,926,compression,20,12,5005159,B005IHAIHA,Sony NEX-5N,"So you customize the camera to work the way you use it most.If you touch the screen in some modes, the camera will follow-focus on whatever you pointed at.I have not used the smile detector, face tracker, or the scene modes, but all those features are there for convenience shooting.The other excellent feature of the screen is that it flips up horizontally, for looking down, waist-level or tripod shooting; it also folds to a down-facing position, so you can look up at the screen when you're shooting over heads in a crowd.The quality of the photos from RAW or fine JPEG is stunning, the equal of many full-size DSLRs.",CS,P
1003,1796,1796,1783,1783,compression,20,11,6435056,B0090QXFP2,Sony NEX-5RK/S ,Maybe they meant 330 on raw + jpeg with flash and LCD on brightest outside in -20 weather.,CS,P
1004,1799,1799,1836,1836,compression,20,11,6502601,B0096W1OCG,Sony NEX-6/B,The EM5 has inferior video quality with less detail and more compression artifacts.,CS,N
1005,1801,1801,1344,1344,compression,20,12,6502457,B0096W1OCG,Sony NEX-6/B,Just a fair warning - don't expect stellar pics out of the box.The uploaded pic shows better dynamic range (understandably) of the APS-C sensor vs. smaller micro3/4 but the resolution (as out of the camera JPEG) is not even close to 2yr old G1 with very sharp kit 14-45mm or pancake 20/1.7.,CS,P
1006,1802,1802,1345,1345,compression,20,12,6502457,B0096W1OCG,Sony NEX-6/B,"The handling is exceptional (looks like other people have no problems with the SD card port), JPEG quality at the base ISO100 no better than micro4/3 and visibly degrades with ISO increase, the hybrid AF is adequate but not on par with that of Nikon 1.",CS,P
1007,1803,1803,1348,1348,compression,20,12,6502484,B0096W1OCG,Sony NEX-6/B,"RAW: It is important to understand that modern lenses including these three are no longer just hunks of glass; they are designed to be used with the in-camera JPEG processing firmware, which undoes the inherent distortions on the wide angle side.",CS,P
1008,1804,1804,1349,1349,compression,20,12,6502484,B0096W1OCG,Sony NEX-6/B,"JPEG's are the way these lenses are designed to be used, so that's how they should be evaluated, as part of the whole camera.Results at ISO 3200:- Nikon D600 (full frame) gave the nicest image, as we should certainly expect for the sensor size, camera size and weight, and cost.",CS,P
1009,1805,1805,1352,1352,compression,20,12,6502515,B0096W1OCG,Sony NEX-6/B,JPEG are really excellent for most occasions.,CS,P
1010,1806,1806,1353,1353,compression,20,12,6502538,B0096W1OCG,Sony NEX-6/B,"I can store over 1,300 RAW+JPEGs on it.- Pancake zoom performs better than I thought.",CS,P
1011,1807,1807,1354,1354,compression,20,12,6502538,B0096W1OCG,Sony NEX-6/B,"Picture styles will only apply to JPEG's, that's fine.",CS,P
1012,1808,1808,1355,1355,compression,20,12,6502538,B0096W1OCG,Sony NEX-6/B,But I don't like having to change from RAW+JPEG to just JPEG mode if I want to apply a picture style.,CS,P
1013,1809,1809,1356,1356,compression,20,12,6502538,B0096W1OCG,Sony NEX-6/B,"I would've liked being able to stay in RAW+JPEG mode and only have the effect applied to the JPEG file while being able to capture the RAW file.- Shutter button is grey.Wow, if the 3rd thing that I don't like is that the shutter is grey, what does that tell you about how little that I have to nitpick about the camera?",CS,P
